,Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Price_development,Energy_saving,Days_on_market,School_dist,Metro_dist,Jail_dist,Centrum_coor
121,"Saven B 1, st 4",2630,Høje-Taastrup,55.65133191574772,12.279244095967472,0,1,36,0,9.937599082164896,20694,745000,1753,0.0,4.0,1,1.5048653428144478,13.917491097760335,16.33619502079329,18.39669600212505
122,"Vindebyvej 1, st th",2730,Herlev,55.72514998462314,12.430374828407519,0,2,51,0,10.255235378138305,28431,1450000,2020,0.0,1.0,1,1.2085134440207135,5.685089148106676,9.141577693836853,9.657565346215746
123,"Spaden B 4, 3 2",2630,Høje-Taastrup,55.651445778888856,12.275994006190091,3,4,98,0,9.921180112067047,20357,1995000,4374,0.0,3.0,1,1.309851936660875,14.109866228558436,16.53921829911455,18.59466610463362
124,"Englandsvej 34D, st th",2300,Tårnby,55.65564974239627,12.60392044001616,0,2,59,0,10.405776845279831,33050,1950000,3116,0.0,4.0,1,2.1174842625493757,0.894503832848019,2.649344243759652,3.9805085467221897
125,"Overgaden Neden Vandet 5A, 3 TV",1414,København,55.67133093150468,12.58830736826497,3,3,108,0,10.872958796881008,52731,5695000,4624,0.0,5.0,1,0.8128637596612658,0.2344518070411626,1.0114837575704148,2.013316297483037
126,"Spaden A 5, 1 3",2630,Høje-Taastrup,55.65099456178256,12.27538388132195,1,4,116,0,9.801454826970977,18060,2095000,4235,0.0,4.0,1,1.2598230122491383,14.161025031622517,16.58140448437543,18.642307002827064
127,"Frederikskaj 2D, 1 th",2450,København,55.64626662253708,12.54425849917516,1,3,112,0,10.655139462468638,42410,4750000,3717,0.0,8.0,1,1.4454553103945083,2.5984748994514253,1.845472990119932,4.4313042776203675
128,"Bredebovej 35, st th",2800,Rudersdal,55.79601909521218,12.504872887515972,0,2,69,0,10.369389029448122,31869,2199000,2608,0.0,4.0,1,2.7217121128506045,12.135810290159993,12.238129883932027,13.027447257236261
129,Maglekæret 11C,2680,Solrød,55.521632513486274,12.20723317683273,0,3,73,0,10.192343935215678,26698,1949000,3096,0.0,4.0,1,0.7617357176730075,25.664043649569024,26.092570748433797,28.95070243258615
130,"Nordmarksvej 81, 3 tv",2770,Tårnby,55.63863968904575,12.63882544557277,3,4,95,0,10.568595276064828,38894,3695000,2701,0.0,3.0,1,0.17288070343740367,0.6138066895009537,5.550352867200816,6.843684604082526
131,"Bybjergvej 13, 2 TV",2970,Rudersdal,55.88360492434457,12.500100906482439,2,3,77,0,10.162345677674331,25909,1995000,4234,0.0,2.0,1,1.5233053030393011,21.863858863546085,21.795573398218618,22.584023175469113
132,Maglekæret 11B,2680,Solrød,55.521632513486274,12.20723317683273,0,3,73,0,10.192343935215678,26698,1949000,3096,0.0,4.0,1,0.7617357176730075,25.664043649569024,26.092570748433797,28.95070243258615
133,"Krusågade 32, st tv",1719,København,55.66522722180309,12.556154981354359,0,3,82,0,10.601174413138104,40182,3295000,2711,0.0,4.0,1,0.9473949650547634,1.8608430725135392,1.1814227388433733,2.1935477164656665
134,"Bramslykkevej 4, 1 tv",2500,København,55.67194583691498,12.49164391727206,1,2,61,0,10.396780371009813,32754,1998000,3517,0.0,3.0,1,1.1668267189760133,1.5950564780745862,3.1040068106264833,4.857380305039563
135,"Weidekampsgade 69, 6 TH",2300,Tårnby,55.66797018827379,12.580235779735611,6,3,131,0,10.927502005497212,55687,7295000,4943,0.0,5.0,1,0.6216453081222091,0.5934522366965358,0.6263563805862615,2.020014771928142
136,Christiansgave 54,2960,Hørsholm,55.87142218865035,12.55150560569126,0,5,228,0,11.158433850118685,70153,15995000,8301,0.0,2.0,1,2.566429252142563,20.847891970261596,20.09510603297357,20.867856586137165
137,"Frimestervej 6, st tv",2400,København,55.706736379715096,12.537060713865461,0,2,51,2715,10.522880544507412,37156,1895000,2606,0.0,2.0,1,0.9585146531912286,2.842373833156006,2.3754785899126967,3.093929656973639
138,"Bremensgade 37, 4 TH",2300,Tårnby,55.66569842405664,12.61688766350153,4,2,62,0,10.602641655359477,40241,2495000,2401,0.0,4.0,1,2.262528784790752,0.3782498442066089,2.8787299505581743,3.817491858492422
139,"Mariendalsvej 75, 2 th",2000,Frederiksberg,55.69186308189844,12.52836179524132,2,6,178,0,10.712527093663306,44915,7995000,6120,0.0,3.0,1,0.758111946759959,1.156355606839412,2.1587789003584104,2.50362786202053
140,"Esthersvej 22A, st th",2900,Gentofte,55.72974883857578,12.565849121153539,0,3,83,0,10.558231685563127,38493,3195000,4418,0.0,3.0,1,1.0153348185252082,5.193828668361021,4.313929374971246,5.075013851221508
141,"Strandgade 85, 2 Lejl. 4",1401,København,55.67732187569316,12.59528530139125,2,5,234,0,11.451230895964386,94017,22000000,11026,0.0,8.0,1,1.3254898296225561,0.5978182812231368,1.3607524949240724,2.007321368955306
142,"Phistersvej 24, 3 TV",2900,Gentofte,55.74330904925636,12.572315400201411,3,4,109,0,10.790905446841169,48577,5295000,6121,0.0,2.0,1,0.5698127423703065,6.689835656235942,5.850584594845318,6.597626433284792
143,"Aggersvoldvej 3A, 1 th",2700,København,55.69583300823636,12.50027069210531,1,2,55,9648,10.409732701928007,33181,1825000,2707,0.0,3.0,1,1.1904903695960718,1.112653721446809,3.9593383506564934,4.31892950970041
144,"Prinsesse Charlottes Gade 5, 4 TV",2200,Frederiksberg,55.69257623728392,12.553179960487551,4,2,57,0,10.919858885820329,55263,3150000,2739,0.0,3.0,1,0.5931189210625287,1.1935497687471779,0.6199901465893185,1.2260351974142998
145,"Æbeløgade 42, 1 tv",2100,København,55.71242316265753,12.56054190135466,1,2,60,2738,10.635446708881462,41583,2495000,1721,0.0,3.0,1,0.8005001424090348,3.3281420550903626,2.383994235130993,3.163116914138178
146,Christiansgave 54,2960,Hørsholm,55.87142218865035,12.55150560569126,0,5,228,2973,11.158433850118685,70153,15995000,9936,0.0,2.0,1,2.566429252142563,20.847891970261596,20.09510603297357,20.867856586137165
147,"Heimdalsgade 42, 2 20",2200,Frederiksberg,55.70276586751268,12.54565039850258,2,1,48,5684,10.379317923304855,32187,1545000,1953,0.0,2.0,1,0.4151201973950157,2.375644125626264,1.6872790765059023,2.4265574971596386
148,"Edvard Thomsens Vej 5C, 6 TV",2300,Tårnby,55.632371080881185,12.573170374660402,6,4,112,0,10.443774886451738,34330,3845000,4347,0.0,5.0,1,0.9518922075332061,0.5261233231575645,4.014977982801448,5.78545174411016
149,"Frederiksdalsvej 8F, 2 tv",2830,Rudersdal,55.797431608273236,12.479860662690802,2,2,69,0,10.23631028065218,27898,1925000,2574,0.0,3.0,2,2.1348709434850184,12.28226617717335,12.936061536595712,13.71643131359663
150,"Rahbeks Alle 10, 1 tv",1801,Frederiksberg,55.669635669092855,12.53523645312366,1,2,69,939,10.876120809948315,52898,3650000,2962,0.0,3.0,2,1.019075870957516,1.2970631621579651,0.8175866728093466,2.511129667056025
151,"Borups Allé 231A, 3 th",2400,København,55.69997578471713,12.52108483951314,3,4,104,0,10.504793529430492,36490,3795000,3407,0.0,3.0,2,0.624107144690656,1.8763161838393425,2.7969710187827994,3.3155948378085998
152,"Bagsværdvej 133G, 1 th",2800,Rudersdal,55.76349976453336,12.4753672825762,1,4,94,0,10.464616480811364,35053,3295000,4054,0.0,4.0,2,1.1136936721456518,8.541354061448681,9.754858369943861,10.501560769202094
153,"Løvholmen 15, 2 12",2720,Frederiksberg,55.685796753507006,12.488025115955109,2,2,78,0,10.374272126764936,32025,2498000,3506,0.0,4.0,2,0.23034798979257037,0.2541200217855905,4.08003026375268,4.8931045863542035
154,"Ved Andebakken 6, st th",2000,Frederiksberg,55.679406791756676,12.52846439184735,0,2,59,0,10.765786615841384,47372,2795000,2132,0.0,3.0,2,0.3969874511489437,0.40444030303649403,1.9800365342568857,2.4054155085439
155,"Nordre Fasanvej 114, 1 tv",2000,Frederiksberg,55.689026020023825,12.5288381995421,1,2,49,0,10.614327292626992,40714,1995000,2623,0.0,2.0,2,0.697930234587545,0.8656280020792514,2.1388017188635033,2.384718461655245
156,"Ellebjergvej 9, st th",2450,København,55.650002872753134,12.52632552019536,0,2,52,0,10.471298241784774,35288,1835000,2467,0.0,2.0,2,0.24534117225046803,3.5140171005128686,1.570852535750962,4.5416626043297486
157,"Ole Borchs Vej 39, 1 th",2500,København,55.662005694060625,12.49527525484894,1,3,80,0,10.531429322970796,37475,2998000,2670,0.0,4.0,2,0.8090995490334912,2.6431494581689954,2.6912890531298683,5.075141242187056
158,"Gammel Kalkbrænderi Vej 23, 1 TH",2100,København,55.70424225879733,12.58580072748822,1,2,55,0,10.855492858234275,51818,2850000,2564,0.0,3.0,2,0.28088787080609134,2.498822468899226,2.068055351671584,2.565863848988039
159,"C.F. Richs Vej 110, 3 TV",2000,Frederiksberg,55.687858253885004,12.504969107573421,3,3,65,0,10.632508505332279,41461,2695000,3423,0.0,3.0,2,1.121758514934154,0.4471358410725301,3.5100002789463907,3.845900238992269
160,"Halgreensgade 6, 3 tv",2300,Tårnby,55.66545465341122,12.60623841390913,3,4,115,0,10.910331714250967,54739,6295000,4280,0.0,7.0,2,2.094019711305807,0.27762273593053854,2.237146714382976,3.290055718603773
161,"Tornegårdsvej 60, 1",2620,Albertslund,55.67033233082159,12.356559007450919,1,2,78,0,10.097984685260217,24294,1895000,2225,0.0,5.0,2,2.1803859427057413,8.670213232204489,11.453362979049015,13.251270778239135
162,"Platanvej 7, 6 28",1810,Frederiksberg,55.672868074610385,12.54038107967972,6,2,53,0,10.892526761440573,53773,2850000,2412,0.0,4.0,2,0.5391863850764704,1.0172045343281657,1.1677555291183974,2.03277986165366
163,"Store Kongensgade 96, 1 th",1264,København,55.686187081538925,12.589478350305969,1,3,86,0,10.864120475761018,52267,4495000,3786,0.0,4.0,2,0.9579397752921989,0.7776867820299116,1.4154893682127312,1.508470825831256
164,"Birkedommervej 16, 4 tv",2400,København,55.708843080051864,12.53010072970474,4,2,61,0,10.395252673563377,32704,1995000,2644,0.0,3.0,2,1.1471337236902308,2.9935853816739604,2.849119510278675,3.546464331953744
165,"Lyshøjgårdsvej 41, 4 tv",2500,København,55.66336550441161,12.51752291507226,4,2,74,0,10.502818436891786,36418,2695000,2491,0.0,1.0,2,0.907975522397257,2.090859136298705,1.2945049686170211,3.817818768207323
166,"Vesterbrogade 163, 3 TH",1800,Frederiksberg,55.67029263270503,12.53677536830576,3,5,113,0,10.791954775675682,48628,5495000,4129,0.0,3.0,2,0.8983585339996761,1.2339543110118716,0.8751752989828286,2.389956979241448
167,"Ordrup Jagtvej 167, st tv",2920,Gentofte,55.757606599443406,12.587703859213992,0,3,83,0,10.526453655972313,37289,3095000,3263,0.0,3.0,2,1.073722382206527,8.34119746547177,7.576130585137314,8.292039257355896
168,"Skovkrogen 1, 3 th",2920,Gentofte,55.76064644877333,12.571956651372302,3,2,58,0,10.565995096963961,38793,2250000,2668,0.0,2.0,2,0.1524093916034038,8.620078046920431,7.771311008439276,8.523950843220108
169,"Vibevej 45, 2 TV",2400,København,55.69901635824397,12.530376193320858,2,2,55,0,10.422816916793339,33618,1849000,3806,0.0,2.0,2,0.055890994133116524,1.9603713126352356,2.215555916845875,2.7724499405303664
170,"Brigadevej 5, st TV",2300,Tårnby,55.66272213124582,12.601310146263552,0,3,63,0,10.58666015194887,39603,2495000,2174,0.0,2.0,2,1.971947283711994,0.15698405101583943,2.0648378081378618,3.271382782530745
171,"Robert Jacobsens Vej 83, 1 th",2300,Tårnby,55.6171030646764,12.572860328855391,1,4,97,0,10.574465808325012,39123,3795000,3119,0.0,5.0,2,0.7902670330154077,0.31518690174993824,5.505991287087921,7.479857640517252
172,"Vigerslevvej 276A, 1 TH",2500,København,55.64989292646607,12.490585368067341,1,2,52,0,10.361987770523434,31634,1645000,2557,0.0,2.0,2,0.9988356648532238,4.01646095431849,3.2981289581556075,6.077969018700437
173,"Ålborggade 26, 2 TV",2100,København,55.705594704699315,12.579825665706739,2,2,56,0,10.817976662463655,49910,2795000,3518,0.0,4.0,2,0.3213939095237377,2.54054000153283,1.9467205141600803,2.5443596501332895
174,"Strandvejen 61, 3 tv",2100,København,55.71730589996082,12.576915753196449,3,8,264,0,10.464159924946674,35037,9250000,8680,0.0,3.0,2,1.239529139319363,3.8079102479062485,3.0582179424835148,3.755682286742848
175,"Horsekildevej 22, st tv",2500,København,55.667590668357214,12.509709467998869,0,2,56,0,10.620888224896778,40982,2295000,3303,0.0,3.0,2,1.0617703528756075,1.8113811870808463,1.8714175740134462,3.9802974458711535
176,"Falkoner Alle 90, 3 5",2000,Frederiksberg,55.68573883521866,12.539316985043461,3,2,76,0,10.476160579628196,35460,2695000,3225,0.0,0.0,2,0.6526280160778439,0.5996495045372034,1.582377309067141,1.6727023450954548
177,"Sorrentovej 11, 2 TH",2300,Tårnby,55.65833855313085,12.622824825013561,2,3,66,0,10.600402625664993,40151,2650000,2963,0.0,2.0,2,1.3683799656039066,0.5459954619276278,3.4963467660300798,4.5999161220086595
178,Langebrogade 8B,1411,København,55.67015466323637,12.586099458868489,0,3,112,0,11.293674328371365,80312,8995000,3461,0.0,5.0,2,0.7235464067531066,0.42262107799399234,0.8820823297496165,2.017484860522085
179,"Tranegårdsvej 64, 3 TV",2900,Gentofte,55.741401521170815,12.56339043020161,3,2,50,0,10.542706391070515,37900,1895000,2330,0.0,0.0,2,0.3633587800718955,6.499284140494644,5.606827201141851,6.374132391216632
180,"Strandlodsvej 19F, 1 TH",2300,Tårnby,55.664510956097224,12.623300272491472,1,4,107,0,10.667628933920136,42943,4595000,4145,0.0,9.0,2,1.967696762537339,0.4631065256978407,3.3016384680824196,4.2300043246487915
181,"Korsørgade 40, 1 TH",2100,København,55.707047176769045,12.5848953872564,1,2,66,0,10.862761142582137,52196,3445000,2867,0.0,3.0,2,0.4906040128627641,2.7760976976942007,2.2648586408861577,2.8172519002959904
182,"Wilkensvej 8, 5 th",2000,Frederiksberg,55.68229410949579,12.516534081778882,5,3,63,0,10.819778284410283,50000,3150000,3097,0.0,4.0,2,0.8694464908379441,0.2793471744099207,2.5891472906487882,3.103686200986382
183,"Vangedevej 162C, 1 TV",2870,Gentofte,55.73701088233877,12.52362545784817,1,3,81,0,10.412441425669325,33271,2695000,2755,0.0,4.0,2,1.557145255703602,5.9011239023592355,5.675432240141368,6.452291176164419
184,"Rebæk Søpark 4, 414",2650,Hvidovre,55.663299709000206,12.456292380498212,4,1,44,0,10.005999013489204,22159,975000,1352,0.0,3.0,2,1.1386556478571914,3.453371505227388,5.144981101665908,7.268929043565097
185,"Bogholder Allé 29B, 1 tv",2720,Frederiksberg,55.685102480466746,12.490621137604899,1,3,91,0,10.55596897637006,38406,3495000,3703,0.0,4.0,2,0.3684682975265101,0.24595498507898517,3.90513945145243,4.727639026205366
186,"Tjørnerækken 1, 3 th",2300,Tårnby,55.66725947783307,12.616093195118758,3,1,40,0,10.528757310692988,37375,1495000,1557,0.0,3.0,2,2.4385433287246663,0.5534664984383633,2.79663496718511,3.6836518987208016
187,"Kammerrådensvej 29, 1 TV",2970,Rudersdal,55.87980718722153,12.49611186302908,1,4,87,0,10.322263674703963,30402,2645000,4070,0.0,3.0,2,1.9235719401388176,21.43601183120151,21.427169540818724,22.216326634046276
188,"Pelargonievej 5, 2 TV",2000,Frederiksberg,55.671499411889975,12.515135103835618,2,3,81,0,10.643351320318596,41913,3395000,2792,0.0,3.0,2,1.5765223887108997,1.2683105234448486,1.757179978657669,3.483364419334193
189,"Korsørgade 2, 1 4",2100,København,55.70718232274167,12.58057614963661,1,2,63,0,10.545736097662537,38015,2395000,2703,0.0,3.0,3,0.47706097208184634,2.7231543027803125,2.120784609217889,2.7265505199523212
190,"Lyngbyvej 32D, 2 TV",2100,København,55.70977449578931,12.56195702759989,2,3,93,0,10.379845947419874,32204,2995000,2958,0.0,2.0,3,0.5465089450797174,3.021136289480236,2.0858511228241166,2.8611658917613663
191,"Jyllandsvej 15, 1 th",2000,Frederiksberg,55.67737995359018,12.511366670496471,1,3,96,0,10.859594973780608,52031,4995000,3604,0.0,4.0,3,1.3373135706634958,0.7175886242602767,2.3606571182613503,3.5043547651117835
192,"Østbanegade 111, 2 tv",2100,København,55.704008559344146,12.590715691205599,2,4,84,0,10.887642519226413,53511,4495000,4388,0.0,2.0,3,0.5634572126492146,2.6000223682925037,2.279482295967608,2.7096903551985494
193,"Kildevældsgade 62, 4 TH",2100,København,55.71435964498101,12.57156516997299,4,2,86,0,10.746196327732315,46453,3995000,3264,0.0,4.0,3,1.1396149298989093,3.4666928018055723,2.6555971655213337,3.381357858095653
194,"Dirch Passers Allé 5, 3 tv",2000,Frederiksberg,55.683090058383065,12.5047490393452,3,3,98,0,10.664433558660509,42806,4195000,3811,0.0,5.0,3,1.0702322506834978,0.4590224068329025,3.107794820758745,3.839814634230775
195,"Strandboulevarden 36, 2 th",2100,København,55.699873525109,12.590367950657921,2,4,105,0,10.769978610857676,47571,4995000,3588,0.0,4.0,3,0.6317699314666041,2.188616678935257,2.0006464821295458,2.3350290554382775
196,"Ordrupvej 18, 1 tv",2920,Gentofte,55.767656297738505,12.58411409313093,1,2,73,0,10.499600568082863,36301,2650000,2961,0.0,2.0,3,0.9150151476321354,9.431970345924665,8.635641173174802,9.366757182426266
197,"Gimles Allé 2A, 3 th",2300,Tårnby,55.65098587451924,12.61145861273577,3,2,67,0,10.441529431095358,34253,2295000,2449,0.0,2.0,3,1.5030739860034363,1.3030882515771616,3.3493121675127537,4.681330913513804
198,"Blegdamsvej 24, 2",2200,Frederiksberg,55.69249700022155,12.564586660799339,2,4,111,0,10.790514238723755,48558,5390000,3248,0.0,4.0,3,0.2998609448378328,1.129559193762874,0.20219150699814173,0.93047129321251
199,"Heslegårdsvej 6, st 1",2900,Gentofte,55.74284599688668,12.55419761709799,0,2,75,0,10.594958328715126,39933,2995000,2523,0.0,3.0,3,0.5546117941505347,6.730504661850651,5.791920432555027,6.5735347172507685
200,"Peder Hjorts Vej 1, 2 tv",2500,København,55.661680708552524,12.51199535835286,2,3,73,0,10.58802275624751,39657,2895000,2860,0.0,4.0,3,0.5243096951566825,2.3595408707895738,1.6408376770180915,4.2086035536856485
201,"Julius Bloms Gade 4, 3 TH",2200,Frederiksberg,55.69344256537773,12.54685907706462,3,5,133,0,10.716083048071518,45075,5995000,4060,0.0,3.0,3,0.9975251627436983,1.3497995023650524,1.028820027085877,1.5749268559116458
202,"Taastrup Have 9, st TH",2630,Høje-Taastrup,55.65271523252048,12.29705780163423,0,4,82,0,9.993785190516908,21890,1795000,2295,0.0,3.0,3,0.6443987213172736,12.800649664954173,15.20635860816394,17.26734318511109
203,"Smakkegårdsvej 191, 1 TH",2820,Gladsaxe,55.76140052220283,12.52408892700123,1,5,118,0,10.267123214370454,28771,3395000,4633,0.0,1.0,3,1.7748495772829986,8.507328226468056,8.199579390608196,8.988957398759272
204,"Valby Langgade 8, st TH",2500,København,55.66659989578628,12.521997230266381,0,2,65,0,10.688438773571109,43846,2850000,3291,0.0,4.0,3,1.3570878300208318,1.6980001652471541,1.1090847622091013,3.377460683645957
205,"C.F. Møllers Allé 38, 5 TH",2300,Tårnby,55.63457612018921,12.57710674448741,5,3,88,0,10.560463365957897,38579,3395000,3564,0.0,5.0,3,1.2586096228529415,0.5413999496407493,3.961436521710052,5.567106340712798
206,"Åboulevard 31, 2 tv",1960,Frederiksberg,55.68478504635159,12.552090653341178,2,8,280,0,10.431465235119683,33910,9495000,6727,0.0,3.0,3,0.8661907261566357,0.33317802665209306,0.9629791428950352,0.8628233437669299
207,"Blidahpark 8, st TV",2900,Gentofte,55.74266181098621,12.579715899655161,0,4,114,0,10.687731503489953,43815,4995000,5449,0.0,2.0,3,0.8757210462802749,6.636069036545105,5.846092892584558,6.57147477760836
208,"Edvard Thomsens Vej 19, 4 th",2300,Tårnby,55.63320315793804,12.57392967317308,4,3,98,0,10.564214841839963,38724,3795000,3849,0.0,4.0,3,1.0528753780459181,0.5611319809441575,3.965044538319912,5.697230326299086
209,"Malmøgade 7, 1 tv",2100,København,55.69173683167721,12.5789557024913,1,6,212,0,10.718077729583943,45165,9575000,5621,0.0,3.0,3,0.29124167206200124,1.047461511908429,1.0278454272052773,1.182714475142673
210,"Sofievej 13, 2 tv",2840,Rudersdal,55.81257307852848,12.469365252708561,2,2,70,1913,10.440390196012237,34214,2395000,2607,0.0,3.0,3,0.34230909625102535,14.014330721121778,14.744386752020928,15.5253075484812
211,"Ørestads Boulevard 61A, 2 TV",2300,Tårnby,55.63314148945845,12.58158541858798,2,3,77,0,10.568646696555904,38896,2995000,2935,0.0,5.0,3,1.2515782242620384,0.45651440644421193,4.2635102805702125,5.767485983484624
212,"Venedigvej 1, 1 TH",2300,Tårnby,55.66120185627988,12.622389736936482,1,3,76,0,10.565891980261544,38789,2948000,3588,0.0,1.0,3,1.6567728868928764,0.37578279296196354,3.351208999184706,4.38528464302931
