Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Yearly_expenses,First_year_expenses,log_yearly_sqm_exp,Price_development,Energy_saving,Days_on_market
"Prinsesse Charlottes Gade 5, 4 TV",2200,Frederiksberg,55.69257623728392,12.55317996048755,4,2,57,0,10.919858885820327,55263,3150000,2739,139818.0,294818.0,7.805045588023843,0.0,3.0,1
"Æbeløgade 42, 1 tv",2100,København,55.71242316265753,12.56054190135466,1,2,60,2738,10.635446708881462,41583,2495000,1721,105546.0,225546.0,7.47255759360486,0.0,3.0,1
Christiansgave 54,2960,Hørsholm,55.87142218865035,12.55150560569126,0,5,228,2973,11.158433850118683,70153,15995000,9936,661776.0,1456776.0,7.973336780125079,0.0,2.0,1
"Heimdalsgade 42, 2 20",2200,Frederiksberg,55.70276586751268,12.54565039850258,2,1,48,5684,10.379317923304855,32187,1545000,1953,75960.0,150960.0,7.366761154018331,0.0,2.0,1
"Edvard Thomsens Vej 5C, 6 TV",2300,Tårnby,55.63237108088119,12.5731703746604,6,4,112,0,10.443774886451738,34330,3845000,4347,182658.0,372658.0,7.396871959585912,0.0,5.0,1
"Frederiksdalsvej 8F, 2 tv",2830,Rudersdal,55.79743160827324,12.4798606626908,2,2,69,0,10.23631028065218,27898,1925000,2574,96228.0,191228.0,7.24036914999777,0.0,3.0,2
"Rahbeks Alle 10, 1 tv",1801,Frederiksberg,55.66963566909286,12.53523645312366,1,2,69,939,10.876120809948317,52898,3650000,2962,159444.0,339444.0,7.745341537782049,0.0,3.0,2
"Borups Allé 231A, 3 th",2400,København,55.69997578471713,12.52108483951314,3,4,104,0,10.504793529430493,36490,3795000,3407,169848.0,354848.0,7.398268299282358,0.0,3.0,2
"Bagsværdvej 133G, 1 th",2800,Rudersdal,55.76349976453336,12.4753672825762,1,4,94,0,10.464616480811362,35053,3295000,4054,160662.0,320662.0,7.443763276029637,0.0,4.0,2
"Løvholmen 15, 2 12",2720,Frederiksberg,55.68579675350701,12.48802511595511,2,2,78,0,10.374272126764936,32025,2498000,3506,126747.6,251747.6,7.393244159673327,0.0,4.0,2
"Ved Andebakken 6, st th",2000,Frederiksberg,55.67940679175668,12.52846439184735,0,2,59,0,10.765786615841385,47372,2795000,2132,120648.0,255648.0,7.623095050134801,0.0,3.0,2
"Nordre Fasanvej 114, 1 tv",2000,Frederiksberg,55.68902602002382,12.5288381995421,1,2,49,0,10.614327292626992,40714,1995000,2623,99420.0,194420.0,7.615288281538037,0.0,2.0,2
"Ellebjergvej 9, st th",2450,København,55.65000287275313,12.52632552019536,0,2,52,0,10.471298241784776,35288,1835000,2467,91926.0,181926.0,7.477495465962381,0.0,2.0,2
"Ole Borchs Vej 39, 1 th",2500,København,55.66200569406062,12.49527525484894,1,3,80,0,10.531429322970798,37475,2998000,2670,133665.6,283665.6,7.421069802864999,0.0,4.0,2
"Gammel Kalkbrænderi Vej 23, 1 TH",2100,København,55.70424225879733,12.58580072748822,1,2,55,0,10.855492858234276,51818,2850000,2564,127548.0,267548.0,7.748914858089111,0.0,3.0,2
"C.F. Richs Vej 110, 3 TV",2000,Frederiksberg,55.687858253885,12.50496910757342,3,3,65,0,10.632508505332279,41461,2695000,3423,132750.0,262750.0,7.621835669208548,0.0,3.0,2
"Halgreensgade 6, 3 tv",2300,Tårnby,55.66545465341122,12.60623841390913,3,4,115,0,10.910331714250969,54739,6295000,4280,265074.0,575074.0,7.742832182906421,0.0,7.0,2
"Tornegårdsvej 60, 1",2620,Albertslund,55.67033233082159,12.35655900745092,1,2,78,0,10.097984685260217,24294,1895000,2225,91254.0,181254.0,7.064693279410832,0.0,5.0,2
"Platanvej 7, 6 28",1810,Frederiksberg,55.67286807461038,12.54038107967972,6,2,53,0,10.892526761440571,53773,2850000,2412,125724.0,265724.0,7.771552393588843,0.0,4.0,2
"Store Kongensgade 96, 1 th",1264,København,55.68618708153893,12.58947835030597,1,3,86,0,10.864120475761018,52267,4495000,3786,198126.0,418126.0,7.742311174666049,0.0,4.0,2
"Birkedommervej 16, 4 tv",2400,København,55.70884308005186,12.53010072970474,4,2,61,0,10.395252673563377,32704,1995000,2644,99672.0,194672.0,7.3987662098053875,0.0,3.0,2
"Lyshøjgårdsvej 41, 4 tv",2500,København,55.66336550441161,12.51752291507226,4,2,74,0,10.502818436891788,36418,2695000,2491,121566.0,251566.0,7.404147510950036,0.0,1.0,2
"Vesterbrogade 163, 3 TH",1800,Frederiksberg,55.67029263270503,12.53677536830576,3,5,113,0,10.791954775675684,48628,5495000,4129,236142.0,506142.0,7.6448007792648545,0.0,3.0,2
"Ordrup Jagtvej 167, st tv",2920,Gentofte,55.75760659944341,12.58770385921399,0,3,83,0,10.526453655972313,37289,3095000,3263,144390.0,294390.0,7.461432643168667,0.0,3.0,2
"Skovkrogen 1, 3 th",2920,Gentofte,55.76064644877333,12.5719566513723,3,2,58,0,10.565995096963961,38793,2250000,2668,108456.0,218456.0,7.533656829212806,0.0,2.0,2
"Vibevej 45, 2 TV",2400,København,55.69901635824397,12.53037619332086,2,2,55,0,10.422816916793339,33618,1849000,3806,108184.8,203184.8,7.584262969702228,0.0,2.0,2
"Brigadevej 5, st TV",2300,Tårnby,55.66272213124582,12.60131014626355,0,3,63,0,10.58666015194887,39603,2495000,2174,110982.0,230982.0,7.473988578591071,0.0,2.0,2
"Robert Jacobsens Vej 83, 1 th",2300,Tårnby,55.6171030646764,12.57286032885539,1,4,97,0,10.574465808325012,39123,3795000,3119,166392.0,351392.0,7.447390750787053,0.0,5.0,2
"Vigerslevvej 276A, 1 TH",2500,København,55.64989292646607,12.49058536806734,1,2,52,0,10.361987770523434,31634,1645000,2557,86598.0,166598.0,7.417788281014191,0.0,2.0,2
"Ålborggade 26, 2 TV",2100,København,55.70559470469931,12.57982566570674,2,2,56,0,10.817976662463655,49910,2795000,3518,137280.0,272280.0,7.80442622398664,0.0,4.0,2
"Strandvejen 61, 3 tv",2100,København,55.71730589996082,12.57691575319645,3,8,264,0,10.464159924946674,35037,9250000,8680,417900.0,877900.0,7.367048345289691,0.0,3.0,2
"Horsekildevej 22, st tv",2500,København,55.66759066835721,12.50970946799887,0,2,56,0,10.620888224896778,40982,2295000,3303,117750.0,227750.0,7.650967321143515,0.0,3.0,2
"Falkoner Alle 90, 3 5",2000,Frederiksberg,55.68573883521866,12.53931698504346,3,2,76,0,10.476160579628198,35460,2695000,3225,130374.0,260374.0,7.44742918180516,0.0,0.0,2
"Sorrentovej 11, 2 TH",2300,Tårnby,55.65833855313084,12.62282482501356,2,3,66,0,10.600402625664993,40151,2650000,2963,125556.0,255556.0,7.550852411142622,0.0,2.0,2
Langebrogade 8B,1411,København,55.67015466323637,12.58609945886849,0,3,112,0,11.293674328371363,80312,8995000,3461,346776.0,791776.0,8.037935446046463,0.0,5.0,2
"Tranegårdsvej 64, 3 TV",2900,Gentofte,55.74140152117082,12.56339043020161,3,2,50,0,10.542706391070517,37900,1895000,2330,92514.0,182514.0,7.523092257971261,0.0,0.0,2
"Strandlodsvej 19F, 1 TH",2300,Tårnby,55.66451095609722,12.62330027249147,1,4,107,0,10.667628933920138,42943,4595000,4145,205824.0,430824.0,7.561947879196623,0.0,9.0,2
"Korsørgade 40, 1 TH",2100,København,55.70704717676905,12.5848953872564,1,2,66,0,10.862761142582137,52196,3445000,2867,151338.0,321338.0,7.737616282857904,0.0,3.0,2
"Wilkensvej 8, 5 th",2000,Frederiksberg,55.68229410949579,12.51653408177888,5,3,63,0,10.819778284410283,50000,3150000,3097,144114.0,299114.0,7.735225205630507,0.0,4.0,2
"Vangedevej 162C, 1 TV",2870,Gentofte,55.73701088233877,12.52362545784817,1,3,81,0,10.412441425669323,33271,2695000,2755,124734.0,254734.0,7.33948959420273,0.0,4.0,2
"Rebæk Søpark 4, 414",2650,Hvidovre,55.6632997090002,12.45629238049821,4,1,44,0,10.005999013489205,22159,975000,1352,49524.0,94524.0,7.0260230456223205,0.0,3.0,2
"Bogholder Allé 29B, 1 tv",2720,Frederiksberg,55.68510248046675,12.4906211376049,1,3,91,0,10.555968976370059,38406,3495000,3703,163230.0,333230.0,7.492056021631231,0.0,4.0,2
"Tjørnerækken 1, 3 th",2300,Tårnby,55.66725947783307,12.61609319511876,3,1,40,0,10.528757310692988,37375,1495000,1557,69678.0,139678.0,7.462760454359876,0.0,3.0,2
"Kammerrådensvej 29, 1 TV",2970,Rudersdal,55.87980718722152,12.49611186302908,1,4,87,0,10.322263674703965,30402,2645000,4070,138654.0,268654.0,7.373828781594547,0.0,3.0,2
"Pelargonievej 5, 2 TV",2000,Frederiksberg,55.67149941188998,12.51513510383562,2,3,81,0,10.643351320318597,41913,3395000,2792,148908.0,313908.0,7.5166347898901815,0.0,3.0,2
"Korsørgade 2, 1 4",2100,København,55.70718232274167,12.58057614963661,1,2,63,0,10.545736097662537,38015,2395000,2703,113940.0,228940.0,7.500292546642854,0.0,3.0,3
"Lyngbyvej 32D, 2 TV",2100,København,55.70977449578931,12.56195702759989,2,3,93,0,10.379845947419872,32204,2995000,2958,137340.0,282340.0,7.297615389021411,0.0,2.0,3
"Jyllandsvej 15, 1 th",2000,Frederiksberg,55.67737995359018,12.51136667049647,1,3,96,0,10.859594973780608,52031,4995000,3604,212892.0,457892.0,7.704192082380812,0.0,4.0,3
"Østbanegade 111, 2 tv",2100,København,55.70400855934415,12.5907156912056,2,4,84,0,10.887642519226413,53511,4495000,4388,205350.0,425350.0,7.801654320541391,0.0,2.0,3
"Kildevældsgade 62, 4 TH",2100,København,55.71435964498101,12.57156516997299,4,2,86,0,10.746196327732314,46453,3995000,3264,174912.0,369912.0,7.617690973034232,0.0,4.0,3
"Dirch Passers Allé 5, 3 tv",2000,Frederiksberg,55.68309005838306,12.5047490393452,3,3,98,0,10.664433558660509,42806,4195000,3811,188256.0,393256.0,7.560590538993611,0.0,5.0,3
"Strandboulevarden 36, 2 th",2100,København,55.69987352510899,12.59036795065792,2,4,105,0,10.769978610857677,47571,4995000,3588,212700.0,457700.0,7.613677651030805,0.0,4.0,3
"Ordrupvej 18, 1 tv",2920,Gentofte,55.76765629773851,12.58411409313093,1,2,73,0,10.499600568082863,36301,2650000,2961,125532.0,255532.0,7.44985654398337,0.0,2.0,3
"Gimles Allé 2A, 3 th",2300,Tårnby,55.65098587451924,12.61145861273577,3,2,67,0,10.441529431095358,34253,2295000,2449,107502.0,217502.0,7.380572111636987,0.0,2.0,3
"Blegdamsvej 24, 2",2200,Frederiksberg,55.69249700022155,12.56458666079934,2,4,111,0,10.790514238723757,48558,5390000,3248,221994.0,486994.0,7.600875432149818,0.0,4.0,3
"Heslegårdsvej 6, st 1",2900,Gentofte,55.74284599688668,12.55419761709799,0,2,75,0,10.594958328715128,39933,2995000,2523,132120.0,277120.0,7.4739777659684155,0.0,3.0,3
"Peder Hjorts Vej 1, 2 tv",2500,København,55.66168070855252,12.51199535835286,2,3,73,0,10.58802275624751,39657,2895000,2860,132774.0,272774.0,7.50594427257553,0.0,4.0,3
"Julius Bloms Gade 4, 3 TH",2200,Frederiksberg,55.69344256537773,12.54685907706462,3,5,133,0,10.716083048071518,45075,5995000,4060,252264.0,547264.0,7.547882308949546,0.0,3.0,3
"Taastrup Have 9, st TH",2630,Høje-Taastrup,55.65271523252048,12.29705780163423,0,4,82,0,9.993785190516908,21890,1795000,2295,88704.0,173704.0,6.986341015845268,0.0,3.0,3
"Smakkegårdsvej 191, 1 TH",2820,Gladsaxe,55.76140052220283,12.52408892700123,1,5,118,0,10.267123214370452,28771,3395000,4633,171000.0,336000.0,7.278734211019132,0.0,1.0,3
"Valby Langgade 8, st TH",2500,København,55.66659989578627,12.52199723026638,0,2,65,0,10.68843877357111,43846,2850000,3291,136272.0,276272.0,7.648020897485225,0.0,4.0,3
"C.F. Møllers Allé 38, 5 TH",2300,Tårnby,55.63457612018921,12.57710674448741,5,3,88,0,10.560463365957897,38579,3395000,3564,158172.0,323172.0,7.49410151302226,0.0,5.0,3
"Åboulevard 31, 2 tv",1960,Frederiksberg,55.68478504635159,12.55209065334118,2,8,280,0,10.431465235119685,33910,9495000,6727,402918.0,872918.0,7.271698743110529,0.0,3.0,3
"Blidahpark 8, st TV",2900,Gentofte,55.74266181098621,12.57971589965516,0,4,114,0,10.687731503489951,43815,4995000,5449,235032.0,480032.0,7.631278505674245,0.0,2.0,3
"Edvard Thomsens Vej 19, 4 th",2300,Tårnby,55.63320315793804,12.57392967317308,4,3,98,0,10.564214841839963,38724,3795000,3849,175152.0,360152.0,7.488441968673767,0.0,4.0,3
"Malmøgade 7, 1 tv",2100,København,55.69173683167721,12.5789557024913,1,6,212,0,10.718077729583944,45165,9575000,5621,392292.0,867292.0,7.523175464760984,0.0,3.0,3
"Sofievej 13, 2 tv",2840,Rudersdal,55.81257307852848,12.46936525270856,2,2,70,1913,10.440390196012237,34214,2395000,2607,112788.0,227788.0,7.3847699873589425,0.0,3.0,3
"Ørestads Boulevard 61A, 2 TV",2300,Tårnby,55.63314148945845,12.58158541858798,2,3,77,0,10.568646696555904,38896,2995000,2935,137064.0,282064.0,7.484397827159125,0.0,5.0,3
"Venedigvej 1, 1 TH",2300,Tårnby,55.66120185627988,12.62238973693648,1,3,76,0,10.565891980261542,38789,2948000,3588,142821.6,292821.6,7.538618237666775,0.0,1.0,3
"Torbenfeldtvej 33, 1 TH",2700,København,55.69675967825919,12.49962126242411,1,2,60,0,10.411810046084,33250,1995000,2813,101700.0,196700.0,7.43543801981455,0.0,3.0,3
"Weidekampsgade 29, 5 2",2300,Tårnby,55.66603211904346,12.583478910945,5,3,98,0,10.777037784067398,47908,4695000,4148,209250.0,439250.0,7.66631750968115,0.0,4.0,3
"Markmandsgade 21, 2 TH",2300,Tårnby,55.66841683205223,12.59998830672134,2,3,86,0,10.694827118987453,44127,3795000,3116,166356.0,351356.0,7.567538053072869,0.0,8.0,3
"Rådhusstræde 4B, 2 th",1466,København,55.6769217291426,12.57390951181746,2,3,107,0,10.933606844758938,56028,5995000,4575,258444.0,553444.0,7.789605480570687,0.0,4.0,3
"Johnstrups Alle 6, st th",1923,Frederiksberg,55.68103474920723,12.55025440194859,0,3,120,0,10.835474452516607,50791,6095000,3866,253326.0,553326.0,7.654940733024954,0.0,3.0,3
"Vestre Stationsvej 1, 3 th",2960,Hørsholm,55.88346550462129,12.52920276417726,3,4,114,0,10.209095492271228,27149,3095000,3088,142290.0,292290.0,7.129424059145242,0.0,2.0,3
"Sigbrits Allé 5, 4 th",2300,Tårnby,55.65756573735176,12.60756398498564,4,2,77,0,10.55179425862292,38246,2945000,3166,137976.0,282976.0,7.4910296141175525,0.0,4.0,3
"Østerbrogade 96, 2",2100,København,55.70174560694714,12.57769001947348,2,7,267,0,10.490023435536594,35955,9600000,5084,386448.0,866448.0,7.277503938807622,0.0,3.0,3
"Kronborggade 20, 4 th",2200,Frederiksberg,55.69252508647371,12.54344886364311,4,3,74,0,10.762763389682739,47229,3495000,2866,153186.0,323186.0,7.635343055096693,0.0,3.0,3
"Store Mølle Vej 19, 3 TV",2300,Tårnby,55.66817502929431,12.60209792964845,3,4,99,0,10.690557587372846,43939,4350000,3728,192366.0,407366.0,7.572035236286472,0.0,5.0,3
"Selmersvej 1B, 1 TV",2970,Rudersdal,55.87942609541675,12.5034993342452,1,2,90,0,10.700724441620455,44388,3995000,4264,186912.0,381912.0,7.638583526509771,0.0,4.0,3
"Randersgade 19, 5 tv",2100,København,55.7033091819349,12.58111328354422,5,3,78,0,10.934694993853526,56089,4375000,2835,182580.0,397580.0,7.75823488542948,0.0,4.0,3
"Måløv Hovedgade 58C, st tv",2760,Ballerup,55.74969343593829,12.31993817704437,0,2,59,3833,10.119807878502213,24830,1465000,3982,97662.0,167662.0,7.4117303727138335,0.0,3.0,3
"Nordre Fasanvej 64, 3 33",2000,Frederiksberg,55.68507017965091,12.52569628280275,3,2,61,0,10.732454131238555,45819,2795000,2609,126372.0,261372.0,7.636111352995286,0.0,3.0,3
"Dronningensgade 42, 3 1",1420,København,55.67152962276652,12.59134859383741,3,1,47,0,10.75154226929242,46702,2195000,1959,98232.0,203232.0,7.64493970513029,0.0,3.0,3
"Vester Søgade 24, 1 TV",1601,København,55.6773627477106,12.55967594405146,1,3,102,0,10.575564302476781,39166,3995000,7722,228408.0,423408.0,7.713915969136018,0.0,3.0,3
"Smakkegårdsvej 157, st TV",2820,Gladsaxe,55.7611713762609,12.52580643512892,0,4,104,0,10.332701738815134,30721,3195000,3891,155316.0,310316.0,7.308826131089066,0.0,0.0,3
"Jernbane Allé 21, 2 10",2720,Frederiksberg,55.68526227960577,12.49195638281802,2,2,60,2266,10.462131439757595,34966,2098000,2643,102831.6,207831.6,7.446503415541663,0.0,3.0,3
"Robert Jacobsens Vej 72, 5 2",2300,Tårnby,55.61758334620946,12.57180774718644,5,2,89,0,10.458263073829322,34831,3100000,3529,147438.0,302438.0,7.412526657679627,0.0,5.0,3
"Cedervænget 17, st TV",2830,Rudersdal,55.79499820462251,12.47815911079991,0,3,74,0,10.297622044301908,29662,2195000,2953,110160.0,215160.0,7.305624040198367,0.0,3.0,3
"Aggersvoldvej 1B, 2 th",2700,København,55.69566749535079,12.50039916381791,2,2,52,0,10.33113806777952,30673,1595000,1924,77472.0,152472.0,7.306428141156358,0.0,3.0,3
"Hvalsøvej 42B, 2 tv",2700,København,55.70369083493236,12.48861751248451,2,2,47,0,10.51058652847062,36702,1725000,2356,86832.0,171832.0,7.521582894593127,0.0,2.0,3
"Buddingevej 72H, 1 TV",2800,Rudersdal,55.76127854064818,12.49438511146377,1,2,55,0,10.308952660644293,30000,1650000,2863,90456.0,170456.0,7.40528563838261,0.0,2.0,3
"Judithsvej 9, 1 TV",2900,Gentofte,55.72856607359343,12.56508790373923,1,2,70,0,10.745658004488513,46428,3250000,3133,147936.0,307936.0,7.656039784738593,0.0,4.0,3
"Roskildevej 285, st TH",2610,Rødovre,55.67236337319071,12.47219104512921,0,2,59,0,10.377171899621436,32118,1895000,5026,124866.0,214866.0,7.6574589973757465,0.0,2.0,3
"Islands Brygge 75B, 2 Lejl. 2",2300,Tårnby,55.65997993108641,12.56932579080816,2,2,77,0,10.819778284410283,50000,3850000,2889,165348.0,355348.0,7.67200220092822,0.0,5.0,3
"Rahbeks Alle 2A, 2 TV",1801,Frederiksberg,55.67012754199223,12.53688773645433,2,4,118,0,10.961000030318813,57584,6795000,4197,281028.0,616028.0,7.775524963014186,0.0,3.0,3
"Damholmen 18, 2 C",2760,Ballerup,55.74344096899202,12.32074553996277,2,4,104,3235,10.363503975248795,31682,3295000,3595,155154.0,315154.0,7.307782551904589,0.0,5.0,3
"Valby Tingsted 10, 2 TV",2500,København,55.66538973533665,12.51434817745012,2,2,59,0,10.747745081510452,46525,2745000,2642,124908.0,259908.0,7.6577953013977496,0.0,2.0,3
"Øresundsvej 156, 4 TV",2300,Tårnby,55.66196216493121,12.63073166902812,4,4,119,0,11.139903345351431,68865,8195000,4600,333324.0,738324.0,7.937746775792628,0.0,5.0,3
"Matthæusgade 48B, 1 110",1666,København,55.67001305838254,12.54707551726883,1,2,70,0,10.39772637269772,32785,2295000,2296,105666.0,215666.0,7.319543212973781,0.0,3.0,3
"Valby Langgade 10, 1 tv",2500,København,55.66656325814509,12.52170758861439,1,4,108,851,10.626266348220677,41203,4450000,3948,198396.0,418396.0,7.515889085215125,0.0,3.0,4
"Rosenvængets Hovedvej 48, st 1",2100,København,55.7012188242353,12.58772088457917,0,3,88,0,10.841128732820934,51079,4495000,3797,198258.0,418258.0,7.719987677294257,0.0,3.0,4
"Store Kongensgade 93, 1",1264,København,55.68660145534562,12.58945268852673,1,7,221,0,10.893456164087494,53823,11895000,10738,532410.0,1122410.0,7.7870064466789675,0.0,3.0,4
"Peder Hjorts Vej 7, 4 th",2500,København,55.6619766694139,12.51202189109009,4,2,56,0,10.620888224896778,40982,2295000,2233,104910.0,214910.0,7.535506427990382,0.0,4.0,4
"Århusgade 140, 5 tv",2150,København,55.70762550241106,12.59585725284256,5,3,88,0,10.946604749159658,56761,4995000,3342,209748.0,454748.0,7.77632527464488,0.0,8.0,4
"Borups Alle 103, 3 TH",2000,Frederiksberg,55.69256257190106,12.53498342226471,3,4,101,0,10.585422105881971,39554,3995000,3507,177828.0,372828.0,7.473451553136919,0.0,3.0,4
"Christianshvilevej 8, 3 th",2920,Gentofte,55.75891755181362,12.56554754094051,3,2,49,0,10.361924545410398,31632,1550000,1698,73086.0,148086.0,7.307571810817388,0.0,2.0,4
"Amerika Plads 32B, 2 Lejl. 3",2100,København,55.69992835279757,12.59494265566323,2,4,110,0,10.81885786095054,49954,5495000,4137,236238.0,506238.0,7.672114684622738,0.0,5.0,4
"Gothersgade 149, 2",1123,København,55.68543118331075,12.56978432998288,2,4,120,0,10.81893793141259,49958,5995000,4931,262716.0,557716.0,7.69133713701329,0.0,4.0,4
"Ålekistevej 53, 11",2720,Frederiksberg,55.68086186872964,12.48417986093149,1,1,38,0,10.512954166430136,36789,1398000,2279,74733.6,144733.6,7.584098909461976,0.0,3.0,4
Rådmandsgade 46B,2200,Frederiksberg,55.70057805654794,12.55258522954527,0,3,73,0,10.80458342502774,49246,3595000,3317,161988.0,336988.0,7.704818096248436,0.0,3.0,4
"Tagensvej 53, tv",2200,Frederiksberg,55.70024140965715,12.55241135687621,0,3,62,0,10.926747505407526,55645,3450000,2960,152640.0,322640.0,7.808703101637022,0.0,3.0,4
"Ørestads Boulevard 61C, 1 TV",2300,Tårnby,55.63314148945845,12.58158541858798,1,3,77,0,10.51899746336892,37012,2850000,2810,130500.0,270500.0,7.435323083891201,0.0,5.0,4
Rådmandsgade 47,2200,Frederiksberg,55.70050194318288,12.55179813007306,0,4,105,0,10.686498288754322,43761,4595000,4338,208140.0,433140.0,7.592005859034327,0.0,3.0,4
"Plantevej 23, 1 TV",2870,Gentofte,55.73042085175194,12.52328609909067,1,2,57,0,10.401045549301214,32894,1875000,1944,87138.0,177138.0,7.3321970800013085,0.0,3.0,4
"Lodsgården 1A, 2 208",2791,Tårnby,55.59204505663412,12.65837287826211,2,1,43,0,10.145060239318704,25465,1095000,2799,71022.0,121022.0,7.409544851488386,0.0,3.0,4
"Tyrolsgade 13, st TV",2300,Tårnby,55.65940531432156,12.60860820318033,0,3,64,0,10.61019241102814,40546,2595000,3258,127380.0,252380.0,7.596046940565685,0.0,3.0,4
"Taastrup Vænge 43, 1 Lejl. 3",2630,Høje-Taastrup,55.64476325607188,12.29219198172188,1,1,42,0,10.168578864458095,26071,1095000,1666,57426.0,107426.0,7.220582823140593,0.0,2.0,4
"Rådmandsgade 46A, 5 th",2200,Frederiksberg,55.70057805654794,12.55258522954527,5,3,70,0,10.833957285583553,50714,3550000,3239,159378.0,334378.0,7.7305387761977205,0.0,3.0,4
"Ørnevej 40, 1 TV",2400,København,55.70145921216001,12.53078773637504,1,2,49,0,10.573391694365673,39081,1915000,2291,92460.0,187460.0,7.54271109943159,0.0,2.0,4
"Gunløgsgade 22, st 3",2300,Tårnby,55.66501741649541,12.57912275310431,0,1,44,0,10.605098811508203,40340,1775000,2240,87300.0,172300.0,7.592916107909432,0.0,4.0,4
"Dexter Gordons Vej 9, 3 TV",2450,København,55.64748820011503,12.54896422799524,3,2,78,0,10.710119656197318,44807,3495000,3354,159042.0,329042.0,7.620214770574455,0.0,5.0,4
